3,80,2,0,90,3,0,0,1,4,2,22,157,14,2,0,0,0,0,22,165,11,0,0,0,0,0,63,128,75,15,20,0,0,0,7,165,51,3,1,7,1,0,12,140,62,28,35,5,0,0,7,165,24,1,3,0,0,0,30,165,92,11,16,0,0,0,1,121,34,2,1,6,1,0,2,50,35,11,36,10,0,0,0,156,5,0,4,1,0,0,4,74,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10,2,1,25,0,0,0,0,0,0,24,163,46,0,0,0,0,1,39,163,130,0,0,0,0,0,1,163,43,0,0,0,0,0,14,107,3,0,0,0,0,0,26,163,49,0,0,0,0,0,23,163,33,0,0,0,0,0,54,138,2,0,0,0,5,13,64,50,3,0,0,0,0,0,3,163,18,0,0,0,0,0,9,128,1,0,0,0,0,0,75,51,0,0,0,1,41,35,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,10,3,2
16,181,2,0,79,23,8,3,0,1,1,35,41,35,34,6,1,13,14,28,69,28,1,12,5,4,24,35,2,0,0,60,74,17,18,4,34,27,2,0,0,17,115,57,24,3,3,0,4,73,115,88,80,14,3,0,0,15,115,115,28,30,13,26,21,19,44,10,85,17,1,0,0,8,95,65,70,48,57,1,0,17,51,27,115,93,29,0,0,1,9,27,51,74,43,7,0,0,0,4,83,25,7,0,0,0,0,31,112,19,10,0,0,3,11,65,70,47,11,0,0,17,103,95,28,10,10,6,1,44,115,77
16,181,2,0,22,50,65,20,3,1,0,9,121,41,34,5,0,0,0,67,64,58,55,19,1,0,4,26,1,33,27,19,26,5,0,3,3,111,97,14,4,0,0,0,78,35,56,42,29,0,0,51,121,69,16,2,1,0,14,98,16,44,63,41,12,1,1,7,73,74,48,32,6,0,1,43,11,66,121,66,21,0,0,4,121,97,82,16,1,0,0,35,45,36,29,2,6,29,11,31,121,63,18,3,0,0,1,93,17,44,99,50,25,2,0,8,11,8,52,53,23,15,2,9,12,3,5,2,16,77,64,19
24,87,2,0,2,0,0,1,137,9,0,0,61,2,0,5,14,7,6,28,166,9,0,0,0,0,1,71,50,10,6,0,0,0,4,14,10,1,0,1,166,29,1,10,101,8,2,10,32,9,0,9,166,18,0,0,2,0,0,14,77,10,3,0,0,0,10,23,22,26,5,20,166,7,0,5,72,49,48,19,8,2,0,4,166,24,9,1,0,0,6,85,34,0,0,0,0,0,77,60,4,48,46,63,61,0,0,0,10,56,81,19,0,0,0,0,98,50,18,1,0,0,4,26,12,0,0,0,0,0,48,28
26,105,2,0,6,4,2,23,47,8,15,2,77,3,1,3,0,10,29,56,153,9,5,3,0,1,3,63,3,4,18,17,1,8,17,2,0,0,1,61,87,3,1,0,115,13,7,17,6,3,3,8,153,43,15,3,0,0,0,13,26,26,102,43,0,0,0,0,1,0,0,55,153,1,0,0,88,15,5,3,10,0,0,10,153,16,1,0,0,0,0,55,76,19,30,4,0,0,1,9,1,0,0,35,153,1,0,0,21,1,0,5,20,5,7,24,153,0,0,1,1,1,5,153,98,6,2,0,0,0,4,51
26,238,2,0,2,0,0,0,4,53,61,24,5,4,6,1,1,9,76,71,18,8,4,1,0,5,25,82,2,0,0,2,14,55,45,15,20,0,0,0,17,107,62,85,38,7,7,6,3,32,62,114,102,21,7,3,2,8,18,114,7,6,25,18,39,28,7,7,77,23,28,37,28,19,8,25,114,98,79,41,6,2,2,22,114,103,58,24,9,2,3,52,15,24,73,33,43,10,4,21,60,51,46,45,1,2,12,24,114,108,26,46,60,3,3,16,46,13,10,40,114,7,7,90,34,10,4,9,43,21,8,65
30,140,2,0,0,0,2,40,139,10,1,0,23,10,3,10,77,13,2,8,139,92,1,0,17,5,0,1,72,53,22,5,0,0,0,0,0,0,0,8,139,133,20,0,30,6,1,11,104,41,14,14,139,60,1,1,5,6,16,70,48,24,14,2,0,15,78,28,0,0,0,4,118,57,5,0,35,44,4,20,111,12,1,3,139,111,8,6,4,1,12,44,12,4,12,16,0,11,82,27,2,1,2,10,72,22,0,0,43,50,7,21,31,2,0,0,105,77,8,1,0,0,0,4,3,4,19,22,2,0,2,5
33,162,2,0,1,0,1,5,141,54,0,1,26,4,3,7,26,17,4,16,141,104,1,0,1,5,1,4,65,81,26,8,3,5,1,1,0,2,3,10,126,62,0,0,45,6,5,27,73,27,6,18,141,37,0,1,4,5,4,66,80,7,0,1,3,9,15,39,12,7,1,7,96,13,0,2,45,49,13,40,98,5,0,3,141,141,13,5,4,0,1,38,29,12,12,10,1,2,50,47,16,2,0,5,90,14,3,17,102,27,1,1,49,15,0,5,141,99,13,2,0,0,0,0,5,16,48,27,0,0,2,0
34,171,2,0,0,0,0,8,129,17,3,0,10,9,7,6,11,32,12,16,145,75,4,0,0,3,3,51,27,38,30,23,11,0,0,1,3,0,2,18,148,19,3,10,59,16,10,13,16,15,5,20,148,148,9,1,1,1,0,6,29,56,46,35,11,5,0,1,1,1,4,25,148,15,0,3,77,2,4,15,35,22,8,35,148,8,0,0,1,3,6,101,37,3,1,5,10,14,17,29,3,3,2,13,116,16,0,0,37,16,7,59,62,6,2,16,148,52,5,7,4,1,5,98,20,8,9,4,0,6,52,35
35,247,2,0,19,95,36,54,26,1,3,8,28,114,55,60,31,4,0,0,52,110,54,39,13,3,0,3,20,21,26,33,11,14,8,2,114,108,7,7,9,9,14,55,50,108,15,18,114,114,12,15,114,38,16,10,32,35,8,44,15,5,20,36,43,62,9,10,60,1,0,0,0,7,26,84,73,51,39,16,42,51,34,81,67,103,51,27,28,24,7,10,5,0,3,35,40,87,21,3,7,0,0,0,0,0,0,9,100,21,7,0,0,2,22,114,24,39,19,17,19,32,56,46,0,12,32,67,26,7,2,0
