10,132,2,1,33,3,0,0,26,116,81,41,33,5,1,0,23,72,101,91,15,15,0,0,12,50,116,116,32,20,0,0,0,27,116,73,72,4,0,2,47,56,20,66,53,9,1,0,37,99,76,50,116,60,0,0,16,30,17,32,73,59,0,0,0,0,7,44,18,0,0,24,64,3,7,35,36,49,11,0,0,20,35,27,116,54,30,0,0,3,8,37,39,18,21,0,0,0,21,78,5,1,0,3,6,0,0,3,18,93,32,0,0,0,0,3,10,106,116,0,0,0,0,2,7,53,116,3,1,8,7,6
17,27,2,0,1,125,102,2,2,32,26,0,26,125,125,10,2,1,0,0,7,27,125,125,8,0,0,0,0,9,125,125,0,0,0,0,2,65,77,6,26,11,0,0,116,39,10,6,23,7,1,6,38,24,21,39,25,16,9,10,19,19,83,87,17,2,8,14,2,0,0,1,28,56,24,3,57,4,0,0,14,36,30,75,13,6,15,3,7,73,69,41,8,2,15,21,12,12,125,54,4,33,28,0,1,73,38,1,22,90,28,0,0,12,15,21,14,72,59,9,3,9,6,7,7,15,63,90,20,11,19,5
21,189,2,1,46,73,72,6,1,12,18,12,16,121,121,2,0,0,2,1,107,121,74,2,0,0,2,3,73,40,0,4,20,16,8,7,121,121,31,2,1,6,8,11,60,100,25,15,57,21,16,12,121,31,8,1,11,7,15,33,45,11,0,7,77,57,16,10,92,45,25,8,4,4,5,43,52,12,1,4,60,44,25,46,121,32,0,2,10,6,5,40,42,3,0,16,121,43,5,11,20,5,3,3,6,15,15,28,26,8,6,4,6,36,36,36,101,13,1,0,3,19,20,81,10,2,0,0,27,113,32,13
22,215,2,1,17,2,4,4,50,112,28,20,52,2,1,3,107,71,22,65,72,57,4,4,97,33,4,4,35,43,21,14,8,12,2,7,40,47,44,48,35,28,19,13,24,6,10,35,113,113,22,25,113,36,2,4,19,59,14,51,53,28,2,1,15,62,5,8,35,40,40,14,31,36,66,78,9,50,102,113,107,28,7,2,88,113,98,26,10,6,1,9,19,85,68,6,7,9,2,4,10,50,98,8,0,0,16,22,7,46,69,47,18,7,3,5,2,43,37,13,8,15,9,1,13,20,17,0,0,4,30,16
22,215,2,0,1,16,30,7,9,10,4,0,15,15,3,0,5,42,38,23,9,5,6,6,15,77,77,30,2,4,27,32,11,73,104,5,5,3,7,5,17,97,56,3,9,3,0,16,86,114,86,28,114,27,8,3,10,47,90,114,41,40,67,73,51,34,21,26,26,42,3,12,56,31,7,2,26,41,11,93,114,24,4,5,114,114,21,40,26,5,10,34,34,37,15,15,29,30,47,38,18,19,2,11,45,21,14,8,44,13,2,11,106,50,4,10,114,54,16,56,32,3,0,26,82,59,11,50,23,0,0,4
23,79,2,0,5,0,0,1,12,25,67,27,6,1,1,4,26,29,29,12,8,6,18,7,11,45,23,11,4,5,3,0,19,118,109,4,14,3,8,14,21,78,118,35,118,11,2,5,5,10,69,82,20,6,2,45,82,31,4,2,0,2,83,118,118,118,32,0,16,16,88,88,23,10,4,6,118,72,25,20,4,0,1,19,40,38,15,58,45,4,2,3,4,50,115,118,15,1,6,3,3,3,13,19,11,26,46,14,83,21,6,8,2,6,14,65,34,11,7,25,39,24,22,27,5,11,6,10,27,29,108,48
27,193,2,1,23,121,104,0,0,0,0,0,121,121,41,0,0,0,0,1,75,75,5,16,59,5,2,4,8,1,1,13,55,11,22,37,33,121,73,7,14,5,11,6,121,96,38,2,6,5,10,19,47,19,0,5,60,88,38,13,0,0,0,13,88,54,35,13,56,24,4,7,65,28,11,22,121,21,0,3,21,7,5,32,34,2,0,29,121,48,11,19,22,0,0,19,78,13,14,55,28,4,1,1,9,31,31,40,107,12,0,0,4,25,21,76,12,2,1,3,80,121,26,11,11,2,5,5,40,27,10,45
28,121,2,0,60,69,55,34,10,0,0,22,120,120,99,27,3,0,1,16,120,93,0,1,11,14,13,49,12,2,1,10,16,21,32,25,36,120,120,7,6,3,1,4,40,103,93,34,79,38,12,26,120,26,6,16,18,15,14,99,25,9,11,39,32,21,9,7,35,36,26,42,39,15,4,12,52,23,60,84,54,13,3,28,120,81,55,39,8,3,0,15,34,11,16,46,43,16,5,7,31,5,1,40,69,12,9,12,87,4,8,23,41,8,6,78,38,12,12,14,8,5,4,24,23,1,1,16,47,8,4,25
31,130,2,1,11,1,0,1,17,29,19,22,12,7,2,11,125,30,1,10,88,90,5,11,49,16,0,0,24,20,7,32,20,18,3,1,38,10,0,0,17,65,49,103,41,12,2,9,82,51,10,57,125,63,4,7,23,18,3,21,10,9,3,15,49,105,2,3,49,98,18,12,22,22,20,32,34,50,10,17,28,26,44,24,56,36,7,3,6,73,36,24,3,0,0,1,34,125,14,2,6,7,1,2,3,64,125,89,2,2,0,0,3,102,125,66,7,3,0,0,0,86,125,79,16,1,0,6,16,81,48,25
33,114,2,0,113,84,21,3,7,10,19,74,49,8,4,21,31,13,11,71,22,6,5,16,52,41,16,16,15,17,26,30,103,114,23,9,76,23,37,45,79,32,16,54,114,35,15,36,6,1,3,67,14,18,51,102,45,20,11,2,2,17,83,94,82,43,4,0,44,39,114,78,14,0,0,22,114,65,36,16,6,2,2,35,25,4,8,48,88,22,7,21,8,7,21,92,80,34,7,12,63,2,6,14,12,2,5,99,26,7,7,11,9,8,7,30,28,0,1,34,58,6,8,61,20,2,4,49,76,10,12,61
