9,20,2,0,93,159,73,0,0,0,0,0,45,159,159,0,0,0,0,0,0,59,159,0,0,0,0,0,0,12,45,0,0,0,0,0,159,65,0,0,0,0,0,1,155,39,2,0,0,0,1,5,6,3,4,0,0,0,1,6,2,0,0,0,0,0,0,1,159,40,0,0,0,0,0,1,143,11,0,0,0,0,0,2,12,0,0,0,0,0,0,4,5,0,0,0,0,0,0,1,159,52,0,0,0,0,0,0,77,11,0,0,0,0,0,1,4,0,0,0,0,0,0,5,3,0,0,0,0,0,0,4
9,106,2,0,3,1,1,15,21,12,13,2,106,13,0,0,0,0,5,32,137,94,36,0,0,0,0,23,2,37,142,0,0,0,0,0,12,5,18,76,44,0,0,1,142,56,24,4,0,0,0,4,142,142,37,0,0,0,0,31,36,54,142,1,0,0,0,6,22,21,89,84,15,11,4,6,47,72,123,6,0,19,35,9,142,28,6,0,0,2,17,142,71,1,1,0,0,1,0,40,4,3,6,7,5,28,13,26,0,0,5,0,1,30,41,3,23,0,0,0,0,2,16,43,9,0,0,0,0,0,0,8
18,224,2,1,8,0,0,0,5,107,135,36,72,14,2,0,0,7,62,135,28,16,3,1,5,7,41,47,1,0,1,9,26,35,35,7,53,16,3,1,0,83,64,18,135,32,0,4,4,3,18,82,45,5,0,15,50,42,65,35,0,0,0,0,9,92,111,23,32,56,135,12,0,2,0,0,135,77,38,2,4,1,0,24,53,2,0,22,135,23,3,20,4,0,0,3,73,38,9,12,0,11,124,42,26,4,1,0,28,27,46,9,3,2,4,21,10,0,0,9,87,17,16,28,3,0,0,8,90,9,1,4
20,195,2,0,13,8,6,18,5,0,0,0,131,48,0,0,0,0,0,0,126,23,0,1,17,3,0,4,77,0,0,0,3,0,0,12,17,15,24,111,34,0,0,0,131,93,2,4,2,1,1,10,112,18,0,0,20,41,8,16,111,0,0,0,2,4,1,21,17,2,2,62,131,0,0,7,131,12,0,3,17,6,7,100,56,1,0,0,2,73,36,64,129,0,0,0,0,2,6,66,7,0,0,29,131,0,0,2,86,0,0,4,28,4,5,71,32,2,2,2,6,49,32,61,121,4,1,0,0,2,6,97
25,206,2,0,70,11,0,4,121,32,0,5,121,39,0,0,1,24,30,30,121,19,0,0,0,20,19,18,44,16,0,0,52,17,0,0,78,3,0,0,121,33,0,10,121,10,6,4,5,33,48,56,121,21,2,0,0,9,15,55,51,6,0,2,113,29,0,4,69,8,0,0,59,31,0,18,116,69,64,10,4,3,3,44,121,85,29,1,0,1,3,19,37,1,0,4,108,29,2,7,17,9,60,20,26,3,0,24,113,51,27,2,0,0,4,82,104,9,3,0,0,2,27,44,15,1,0,3,67,25,33,9
28,63,2,0,0,0,0,0,75,101,39,0,38,0,0,0,8,22,45,30,143,0,0,0,0,0,3,45,79,0,0,0,8,10,2,11,0,0,5,0,1,70,128,0,67,5,4,0,0,18,97,49,143,5,0,0,0,0,5,72,110,2,0,11,24,2,0,7,0,3,143,37,1,3,18,0,65,68,102,6,0,0,11,6,143,79,5,0,0,0,0,7,135,2,0,6,6,0,0,3,0,1,64,53,39,47,22,0,39,23,42,10,5,8,16,12,143,28,2,0,0,0,1,19,85,0,0,0,6,9,3,7
41,193,2,0,74,0,0,1,15,0,0,48,108,2,2,0,0,0,43,114,155,2,0,2,2,0,7,69,14,0,0,49,84,0,0,2,65,0,0,3,23,0,0,15,155,5,0,0,0,0,1,69,155,4,0,0,2,0,0,50,32,0,0,13,85,0,0,4,50,4,2,21,16,0,0,4,155,42,0,0,0,0,0,17,155,58,0,0,1,0,0,7,37,1,0,9,67,0,0,1,25,2,3,16,41,1,0,4,155,7,0,0,0,0,0,20,155,18,0,0,0,0,0,7,25,0,0,1,51,1,0,2
44,36,2,0,2,0,0,0,0,0,94,30,39,7,0,0,0,0,28,51,19,6,0,0,50,19,0,2,0,0,0,0,78,34,0,0,19,5,7,0,0,0,129,68,129,15,0,0,3,1,46,123,58,7,0,1,104,33,0,6,0,0,0,0,128,74,0,0,18,38,129,2,0,0,3,5,129,118,82,0,6,3,0,12,44,8,1,1,116,38,0,6,0,0,0,6,129,40,0,0,10,19,102,0,0,0,0,0,15,59,60,2,21,2,0,0,2,6,3,3,122,17,0,0,0,0,1,12,125,14,0,0
60,190,2,0,0,0,2,32,0,0,11,93,0,0,4,94,5,0,17,70,3,0,44,105,1,0,5,59,21,1,25,13,0,0,10,124,1,0,9,58,2,0,22,47,10,2,5,43,10,0,30,99,101,33,65,38,0,0,6,64,17,25,101,124,3,0,3,24,8,2,0,6,2,2,34,90,36,17,17,38,5,0,5,56,124,80,17,4,0,0,4,42,106,62,63,124,26,21,35,33,18,51,5,3,1,2,1,10,33,35,1,0,0,34,19,22,58,7,0,0,0,7,54,124,59,19,0,2,6,29,124,87
61,211,2,0,0,9,36,4,4,4,1,0,67,47,32,0,0,0,0,8,137,36,1,0,0,0,0,20,92,35,3,2,2,0,0,5,0,18,53,0,0,9,33,0,39,38,38,0,0,8,43,21,137,30,1,0,0,0,4,43,137,15,3,7,0,0,0,8,0,27,68,0,0,9,30,0,25,45,79,0,0,8,37,10,137,45,7,0,0,0,8,65,137,20,4,18,4,0,0,22,0,13,24,0,0,21,71,0,3,55,66,0,0,19,83,10,116,137,84,0,0,1,18,87,130,137,51,6,1,0,0,23
