14,202,2,0,126,9,9,11,0,0,4,109,67,18,20,2,0,6,34,92,18,45,23,7,0,2,5,4,3,18,18,14,0,0,0,0,34,11,27,126,9,0,8,64,126,54,7,5,0,0,17,126,67,85,27,0,0,0,1,3,1,60,36,0,0,0,0,0,9,13,56,126,50,0,0,0,126,46,30,35,4,0,0,58,126,30,9,0,0,0,0,59,17,43,13,0,0,2,3,13,0,3,58,123,28,0,0,0,77,5,24,119,51,0,0,41,126,2,2,2,0,0,0,89,24,0,0,1,1,4,3,31
15,20,2,0,38,30,42,59,15,2,36,37,68,33,3,3,1,12,75,48,35,6,6,9,4,6,45,51,9,1,2,23,33,63,55,33,26,6,7,30,46,9,16,39,52,12,6,16,26,22,57,36,115,30,31,13,3,4,23,58,7,13,65,36,10,17,32,11,43,36,29,41,64,36,17,14,113,71,3,8,29,27,34,25,115,115,40,27,35,6,4,22,11,16,34,33,43,21,32,16,2,22,79,115,81,1,0,0,115,95,115,39,20,1,0,11,115,99,60,36,43,5,3,24,2,45,69,63,47,14,9,8
18,241,2,0,21,33,23,35,11,12,24,22,66,140,32,11,0,0,1,9,18,100,38,2,0,0,0,4,11,44,23,5,1,0,1,2,85,4,0,46,95,15,18,78,140,57,11,1,0,0,1,96,39,44,36,21,22,4,3,4,35,56,15,7,3,2,3,6,57,69,12,88,140,2,1,19,140,130,3,2,1,0,1,41,60,52,22,14,21,3,4,15,24,68,34,11,2,0,0,2,23,51,43,84,46,2,5,11,140,78,3,5,3,0,1,36,69,86,37,6,0,0,0,1,16,44,36,11,0,0,0,0
23,136,2,2,0,0,2,5,16,15,4,0,23,1,4,9,84,89,3,4,154,24,0,0,13,19,1,25,82,7,0,3,16,1,0,2,0,1,7,14,41,10,0,0,44,5,1,19,154,38,0,2,154,23,0,2,15,4,18,70,67,3,0,2,17,4,31,68,0,0,1,9,51,15,0,0,16,27,34,68,93,21,2,0,111,50,15,7,41,42,66,97,139,4,0,0,6,11,56,154,0,0,0,3,30,15,0,0,0,4,11,18,33,35,25,1,38,29,9,10,75,43,17,6,154,65,0,1,9,4,1,23
25,130,2,0,87,46,24,6,18,24,14,11,49,38,18,0,0,7,27,44,52,15,0,0,0,0,0,10,5,3,1,1,3,0,0,3,37,27,71,111,166,52,17,10,166,26,0,3,27,25,33,79,82,17,0,0,0,3,8,18,7,1,0,0,3,2,2,10,18,5,13,88,166,3,0,3,166,52,0,7,67,1,0,44,66,17,2,0,0,2,10,30,29,3,0,1,1,1,1,6,11,16,1,70,166,2,0,0,121,106,3,17,45,0,13,17,26,24,6,1,0,0,11,19,18,3,0,0,0,0,0,4
31,167,2,0,42,125,52,1,0,0,4,18,40,125,125,2,1,0,7,22,48,125,105,7,8,3,2,10,105,63,22,0,0,0,0,17,86,57,9,0,0,0,1,66,125,48,9,5,3,0,1,61,61,29,16,51,46,8,3,15,125,35,4,4,2,1,0,42,63,89,20,0,0,0,0,3,125,64,0,1,0,0,9,54,53,21,8,22,16,7,18,42,116,8,4,5,3,3,1,65,56,33,10,0,0,0,4,18,107,52,0,0,0,0,0,11,55,42,1,5,17,6,0,5,108,21,1,4,10,5,0,5
46,215,2,0,106,72,27,1,0,0,1,35,135,26,9,2,5,3,5,118,41,53,9,3,3,3,4,38,57,13,3,1,0,0,1,66,88,20,8,6,5,18,11,57,135,80,11,1,0,2,4,84,58,83,43,18,4,3,3,10,35,22,4,3,2,1,3,24,79,92,60,17,4,6,5,23,135,135,28,5,0,5,10,59,48,13,8,10,9,25,78,68,27,13,15,5,7,4,9,38,107,21,8,7,0,0,3,52,135,40,3,0,0,31,21,53,27,23,6,0,1,52,50,47,46,8,5,1,4,3,19,88
47,46,2,0,42,5,3,3,9,18,44,56,16,27,49,28,10,5,18,10,13,30,118,48,7,5,27,14,41,16,23,11,14,6,68,86,85,30,10,2,0,0,2,21,118,118,48,18,0,1,1,24,15,46,118,118,45,8,6,2,6,4,27,77,63,3,7,2,33,45,25,8,0,0,2,12,118,43,7,3,1,29,32,76,27,6,11,60,36,93,114,65,12,13,59,110,29,1,13,23,11,12,11,4,4,4,56,57,25,13,2,0,2,30,118,64,75,6,0,0,0,62,62,59,82,36,12,9,9,1,7,48
55,211,2,0,53,115,50,24,3,0,1,9,107,119,91,15,0,0,6,14,58,78,39,28,14,8,16,33,11,25,20,12,6,3,1,4,119,119,17,3,1,1,18,17,54,56,27,0,0,6,119,54,112,21,11,7,4,8,40,91,51,32,17,10,4,5,2,9,33,81,73,2,0,1,5,7,33,32,104,12,8,9,26,19,119,50,16,5,3,6,9,68,71,70,11,7,5,14,5,9,20,25,63,19,2,0,0,10,17,34,98,29,7,5,2,12,72,95,61,16,1,1,1,34,51,106,3,0,0,1,1,10
57,18,2,0,8,21,49,97,58,34,27,10,53,33,60,110,71,17,4,10,74,34,26,12,10,5,14,67,2,0,5,81,86,19,6,8,26,11,1,15,67,81,61,29,101,26,37,24,38,45,23,24,33,14,31,20,76,28,10,20,19,4,21,31,37,21,10,21,44,60,68,110,64,4,0,1,91,26,54,77,45,20,12,19,19,1,0,10,110,57,24,28,21,0,1,5,38,30,46,73,26,25,33,75,37,69,38,46,0,1,25,56,104,110,27,1,2,2,0,5,33,99,76,4,27,9,3,6,19,37,24,25
