5,62,2,0,3,4,0,0,0,0,1,11,30,53,4,0,0,3,33,105,21,13,3,1,7,17,60,89,165,1,0,0,0,1,6,119,4,2,0,0,0,0,0,0,95,50,5,1,6,4,1,5,55,30,5,5,69,35,7,12,165,90,0,0,5,3,2,21,0,0,0,0,0,0,0,0,34,0,0,0,2,47,20,17,95,11,0,0,17,129,43,61,165,66,0,0,0,1,3,86,0,0,0,0,0,0,0,0,0,1,0,0,0,46,16,0,106,45,0,0,0,65,27,29,165,39,0,0,0,0,0,83
5,62,2,0,14,10,1,16,101,10,0,0,29,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,24,47,153,50,0,0,0,132,65,26,24,0,0,0,3,5,5,9,61,11,0,0,1,0,0,0,6,4,0,0,0,3,4,60,153,76,0,0,0,62,14,20,118,56,0,1,42,15,3,8,53,64,16,5,27,0,3,51,25,49,5,0,0,0,0,0,153,153,0,0,0,6,5,41,153,67,0,0,8,14,45,87,31,9,3,1,8,24,88,153,18,6,1,11,11
8,80,2,1,15,0,0,0,4,3,51,141,8,0,0,0,0,0,102,141,1,0,0,0,45,36,127,141,32,14,0,0,31,26,41,48,33,0,0,0,30,11,22,82,141,38,7,0,0,0,23,141,41,69,55,0,0,4,69,85,69,37,13,4,2,5,34,73,42,1,0,0,7,3,0,4,141,15,1,0,0,0,0,22,114,26,19,0,0,0,0,26,81,81,25,7,1,0,2,11,0,0,0,0,0,0,0,0,32,2,0,0,0,0,0,1,49,3,0,0,0,0,0,4,140,13,0,0,0,0,0,26
10,34,2,0,1,0,0,0,9,1,0,1,133,0,0,0,8,2,1,70,51,3,2,4,0,0,0,18,0,0,1,20,4,0,0,0,9,0,0,0,63,67,13,19,185,11,0,0,46,35,5,41,134,12,2,10,2,0,0,3,0,0,0,12,5,0,0,0,54,6,0,0,76,130,21,44,185,28,0,0,19,46,8,53,144,20,3,19,3,0,0,1,0,0,1,24,3,0,0,0,67,28,8,5,99,59,10,14,185,118,4,1,13,8,1,4,81,32,7,23,1,0,0,1,0,0,2,31,0,0,0,0
13,154,2,0,0,0,0,0,119,119,4,0,59,12,0,0,109,114,0,4,109,18,0,0,10,60,15,15,60,15,0,0,6,39,4,5,0,0,0,1,110,119,8,1,92,28,1,1,53,93,6,16,91,20,0,0,26,94,10,15,119,23,0,0,16,89,7,17,3,0,0,8,75,119,16,9,46,4,0,1,3,38,50,84,76,9,0,0,9,48,50,52,63,9,0,0,37,99,14,21,2,1,6,81,62,15,0,2,6,1,12,39,10,12,24,18,35,1,8,5,1,17,37,63,23,2,0,0,5,63,44,28
14,209,2,0,12,12,1,0,0,71,73,2,131,76,0,0,0,23,23,10,145,73,28,37,17,0,0,6,26,13,38,52,33,0,0,23,43,108,0,0,0,4,13,1,134,83,0,0,0,2,1,29,145,19,3,33,12,0,0,37,23,5,2,136,64,0,0,13,67,88,0,0,1,5,2,0,114,23,0,0,2,12,5,8,145,25,0,6,5,1,0,16,29,3,1,78,99,3,0,4,22,35,7,6,3,2,0,0,87,5,4,6,2,2,1,10,145,5,0,0,1,0,0,47,29,6,5,41,38,3,1,9
22,148,2,0,0,0,84,53,9,40,69,0,0,0,19,106,36,53,108,5,31,15,9,18,3,4,108,60,12,5,3,4,9,28,101,22,0,0,63,60,21,97,89,0,4,1,12,90,69,108,16,2,82,69,27,22,12,19,6,19,17,26,32,45,52,8,3,10,0,0,36,71,37,61,52,0,8,8,6,77,80,77,6,2,99,83,18,11,5,7,5,31,14,20,37,42,44,11,6,15,0,2,88,67,15,46,40,2,17,37,72,55,27,53,4,1,62,108,47,2,1,3,3,3,3,33,80,34,44,10,2,1
22,148,2,0,0,0,1,19,82,128,18,0,67,8,1,9,24,54,67,30,78,50,2,0,0,18,58,48,23,93,2,0,0,51,47,6,5,3,4,37,128,46,9,6,24,4,7,47,72,11,27,28,128,29,1,3,0,3,70,80,82,86,1,0,0,61,74,24,10,6,13,12,22,41,41,39,10,8,32,118,65,24,12,15,70,13,5,23,22,12,78,50,53,54,1,0,0,33,126,41,5,2,15,23,13,11,24,38,11,4,7,16,31,32,30,31,4,94,65,38,19,9,13,2,25,128,74,3,2,1,8,5
24,93,2,0,4,31,67,65,13,4,1,0,15,70,81,34,3,0,0,3,22,81,46,28,1,0,10,6,0,6,31,77,7,1,14,16,0,20,127,104,16,0,0,0,19,37,85,63,127,21,0,3,127,82,33,32,19,6,0,9,19,14,58,127,12,0,0,0,0,0,4,19,43,34,3,0,24,3,1,29,127,79,3,9,127,15,1,5,21,10,2,66,49,5,5,73,13,0,0,17,0,0,7,45,28,29,2,0,7,4,52,112,78,58,2,5,124,42,61,13,5,6,1,68,54,15,2,4,0,0,0,36
24,93,2,0,0,0,0,41,58,18,3,2,7,6,1,71,114,44,66,15,84,57,1,4,5,3,50,111,27,29,1,0,0,0,7,40,10,0,0,22,52,4,5,68,23,10,2,77,128,11,1,5,128,72,2,9,22,3,1,36,41,30,2,0,0,0,7,22,11,0,0,0,20,13,63,128,18,6,0,13,128,77,34,31,128,18,0,3,21,41,84,66,14,0,0,0,0,26,128,100,7,1,14,15,0,5,34,82,1,0,10,6,23,82,48,29,3,0,1,4,18,70,76,33,12,4,1,0,5,34,62,56
